FISI 2350,FISICA ATOMICA
ARQU 3911,PROYECTO UNIDAD AVANZADA GRP2
QUIM 1105,APLICACIONES DE QU�MICA
ICYA 1117,MECANICA DE MATERIALES
MATE 2210,CALC VARIABLE COMPL (INGENIER)
ANTR 4138,LECTURAS DIRIGIDAS 2
FISI 6962,CURSO DIRIGIDO II
ICYA 3104,PROYECTO ESPECIAL PREGRADO
MEDI 3439,INTERNADO OBLIGATORIO MED-INTE
MUSI 3620,TRABAJO DE GRADO - 15
ARTE 2207,ARTE SONORO
ECON 6402,SEMINARIO INVESTIGACION 2 DOC
ARQU 3351,ARQU EN TIERRA CRUDA
ECON 4301,ECONOMETRIA AVANZADA
IELE 2210,SISTEMAS ELECTRONICOS DIGITALE
IELE 3135,AUTOMAT SISTEMAS DISTRIBUCION
MBIT 4101,HABILIDADES GERENCIALES EN TI
FISI 3000,PRACTICA DOCENTE FISICA
ICYA 4532,SEMINARIO GEOSI
DISE 3146,ESTUDIO 6: INTERACCI�N
IQUI 2021,EQUILIBRIO DE FASES Y QUIMICO
MATE 4426,GRUPOS DE LIE
MUSI 3402,CONJUNTO 8
LENG 2412,JAPONES 6
BCOM 4104,ESTADISTICA BIOLOGIA COMPUTAC.
MGAP 4414,POLIT.GEST.AMBIENTAL AMERICA
MECU 4203,TUTORIA DE INVESTIGACION II
PSIC 3883,PSICOLOGIA SOCIAL DEL DEPORTE
FISI 6117,SEMINARIO AVANZADO 7
MEDI 3500,MODULO SELECTIVO I ADMINIST. 1
DISE 2112,ESTUDIO 5: PRODUCCI�N CREATIVA
MATE 1107,ALGEBRA LINEAL 2
MUSI 1416,INSTRUMENTO 2 - 15
ARQU 3854,TEORIA UI ARQU Y BELLEZA
MEDI 3503,MODULO SELECTIVO I INVESTIG. 1
ARQU 2101,PROYECTO HABITAR
MEDI 3516,MODULO SELECTIVO II AT. PRI. 1
PSIC 4106,DISE�O PROY INV II COLOQI
ARQU 3932,AN�LISIS UNIDAD AVANZADA GRP3
LENG 2115,INGLES 5 - LENGUAS Y CULTURA
MEDI 2000,REQUISITO DE VACUNAS 5� SEM
MUSI 2822,PIANO APLICADO 1 - 15
IBIO 4120,DIN�MICA CARDIOVASCULAR
IBIO 4401,BIOLOGIA AVANZADA
LENG 1404,JAPONES 4
MUSI 2606,AUDICION CRITICA
MEDI 1200,ANATOMIA
MEDI 3407,PEDIATRIA
DISE 3199,ESTUDIO 8: PROYECTO DE GRADO
ISIS 1206L,LAB. ESTRUCTURAS DATOS
LENG 3931,SEMINARIO DOCENCIA 2
MEDI 3411,CIRUGIA
GEOC 3050,SEMINARIO DE GEOCIENCIAS
EDUC 6007,COLOQUIO DE INVESTIGACION III
ISIS 4005,INTERCAMBIO INTERNACIONAL
IBIO 6962,PROYECTO DIRIGIDO 2
ICYA 4214,TESIS 2 MICIV
MIAD 4990,SUSTENTACI�N TESIS
ARQU 3862,ANALISIS UI ARQU DEL PAISAJE
QUIM 2519,LAB DE FUNDAMENT FISICOQUIM
ICYA 4603,DISE�O GEOM DE V�AS AVANZADO
MATE 2506,PROBABILIDAD Y ESTADIST.(ECON)
ICYA 3108,PRERREQUISITO PROYECT. ICIV
IIND 3312,EMPREND.INNOVAC.EN INGE
IQUI 4302,TESIS II
ICYA 3079,PROY. FINAL DISE�O ING. AMB.
ICYA 4126,AN�LISIS RIESGO QUIM. MICROBIO
MEDI 2301,PARASITOLOGIA MEDICA
ECON 2301,ECONOMETRIA 1
MUSI 3500,ORQUESTACION 1
PSIC 3801,ETICA PROFESIONAL
BIOL 1301,BIOLOGIA DE ORGANISMOS-LAB
MATE 3420,TOPOLOGIA 1
MEDI 2307,SISTEMA COMPOR. Y PSIQUIATRIA
IMEC 2411,INGENIER�A DE MATERIALES
MGEO 4504,MAPA
MUSI 2823,PIANO APLICADO 2 - 15
ARTI 4205,ARQUITECTURA PROCESOS NEGOCIO
IQUI 1001,INTROD.INGENIERIA QUIMICA
ECON 4666,MACROECONOMIA FINANCIERA
PSIC 3869,NEUROCIENCIAS COGNITIVAS
DECA 1102,PRACTICA SOCIAL 2
IIND 4215,CONTROL DE CALIDAD AVANZADO
ARQU 3252,SUIZA: LAB DE ENCUENTRO N/S
IBIO 2251,LAB. FEN�MENOS DE TRANSP. BIOL
IELE 3330,TALLER DE CONTROL
MUSI 1208,PIANO COMPLEMENTARIO 1
MEDI 3521,MODULO SELECTIVO II AT. PRI. 2
MUSI 2201,PIANO COMPLEMENTARIO 5
ARTE 2108,FUNDAMENTOS DE DIBUJO
IMEC 4702,TESIS 2
MUSI 3613,ACUSTICA
FISI 4708,MAGNETISMO Y MATERIALES MAG.
MATE 4330,ANALISIS FUNCIONAL
ARTE 2112,PINTURA Y OBJETO
FILO 6981,TUTOR�A DE INVESTIGACI�N 1 DOC
MEDI 3400,BITACORA SEMIOLOGIA I
ADMI 1203,PLANEACION FINANCIERA
QUIM 1000,INTRODUCCION A QUIMICA
CBIO 6990,SUSTENTACION DE TESIS
FISI 3801,SEMINARIO DE BIOFISICA
IMEC 2210L,LABORATORIO MECANICA FLUIDOS
MUSI 2407,INSTRUMENTO 7
MEDI 3522,MODULO SELECTIVO II HOS. CL. 2
MUSI 2415,INSTRUMENTO 5 - 15
MBIT 4301,PROYECTO FINAL
MATE 3712,TEORIA DE JUEGOS
MDIS 4203,FUNDAMENTOS 3
PSIC 2316,PSICOLOGIA DE LA PERCEPCION
BIOL 1327C,COMPL ECOLOGIA: PRINC Y APLICA
MUSI 1205,ENTREN AUDITIVO 1
IELE 3208,TALLER DE ELECTRONICA
LENG 1403,JAPONES 3
ARQU 2330,SISTEMAS DE CONSTRUCCION Y EST
FISI 6116,SEMINARIO AVANZADO 6
ARQU 2201,ARQUETIPOS EN ARQUITECTURA
ISIS 2203,INFRAESTRUCTURA COMPUTACIONAL
MEDI 3532,INTERNADO SELECTIVO HOS. CL. 1
ARTI 4106,ARQUITECTURA EMPRESARIAL
IMEC 2411L,LAB. INGENIERIA DE MATERIALES
MEDI 3442,INTERNADO OBLIGATORIO URGENC.
MATE 1508,ESTADISTICA (CONTADURIA)
ARTE 3602,ANTEPROYECTO NUEVO
MEDI 3537,INTERNADO SELECTIVO HOS. CL. 2
MBIO 3601,FITOPATOLOGIA-LAB
DECA 1103,PRACTICA SOCIAL 3
CPOL 1500,FUNDAMENTOS DE METODOLOGIA
FISI 6112,SEMINARIO AVANZADO 2
MUSI 3401,CONJUNTO 7
IMEC 3460C,COMPL.SISTEMAS DE MANUFACTURA
ISIS 2304,SISTEMAS TRANSACCIONALES
ANTR 3186,TRABAJO DIRIG EN ENTOLINGUISTI
MEDI 3534,INTERNADO SELECTIVO SALUD P.1
ECON 4568,MICROECONOMIA III
MUSI 2406,INSTRUMENTO 6
ARTE 1115,TALLER DE ILUMINACION
MEDI 2304,SISTEMA HEMATOPOYETI. Y NEOPL.
MEDI 3518,MODULO SELECTIVO II INVESTI. 1
LITE 3993,PR�CTICA�DE�GRADO
MUSI 3403,INSTRUMENTO 8
SPUB 4109,PROYECTO DE GRADO II
CONT 2462,AN�LISIS DE SISTEMAS DE INFORM
FISI 6973,PASANTIA II
IIND 4337,SIMUL.BASADA AGENTES (SIMBA)
IMEC 3530C,COMPL.DISE�O SIST MECANICOS
MBIO 3518,GENOMICA Y BIOINFORMATICA-LAB
ISIS 3302,"MODELADO, SIMULACION Y OPTIMIZ"
FISI 1012,FISICA BASICA 1
IBIO 4780,TESIS I
ARTE 2116,GRABADO EN METAL
LENG 2211,FRANCES 5
MBIO 3604,MICROBIOLOGIA AMBIENTAL-TEO
LENG 1303,ALEMAN 3
EDUC 4206,TESIS 1
MEDI 1211,FISIOLOGIA
ARTE 3100,DIBUJO EXPERIMENTAL
PSCL 4102,PSICOLOG�A CL�NICA III
CPOL 4103,TRABAJO DE GRADO
ARQU 3990,INSCRIPCION A GRADO
CIDE 4135,TUTORIAL DE INVESTIGACI�N
ICYA 4320,GERENCIA PROY. INMOBILIARIOS
LITE 2406,GRIEGO II
LENG 1745,CHINO 5
MEDI 2311,SISTEMA MUCOCUTANEO
MBIO 2303,BIOLOGIA DE HONGOS-LAB
ICYA 4608,MATERIALES ASF�LTICOS
IMEC 3460,SISTEMAS DE MANUFACTURA
MUSI 1202,ARMONIA 1
CPOL 6980,TRABAJO GRUPO DE INVEST. DOCT.
IELE 6990,SUSTENTACION DE TESIS
MUSI 1611,SOFTWARE MUSICAL 2
HIST 4707,LECTURAS DIRIGIDAS 2
DERE 3813,CJ PAIS PRIMARIA
LENG 1103,INGL�S 3
FISI 6985,TESIS V
IELE 2100,ELEMENT.SISTEMAS ELECTRICOS
DEIN 4404,TRABAJO DE GRADO
FISI 6119,SEMINARIO AVANZADO 9
FISI 6983,TESIS III
EDUC 5300,SEMINARIO DE INVES. - ACCI�N
IIND 2103C,REFUERZO PRINCIPIOS OPTIMIZAC.
MUSI 3303,CONCIERTO GRADO
MUSI 1415,INSTRUMENTO 1 - 15
MUSI 2205,ARMONIA 4
MUSI 3504,COMPOS.MEDIOS COMPLEMENT.
IELE 3338,ROBOTICA
ISIS 2403,ARQUITECTURA EMPRESARIAL
ISIS 3990,INSCRIPCION A GRADO
ISIS 4217,PARADIGMAS DE PROGRAMACI�N
ANTR 3990,INSCRIPCION A GRADO
CPOL 6978,EX AREA MENOR-POL COMPARADA
ICYA 2412,MEC�NICA DE FLUIDOS AMBIENTAL
ICYA 4119,GESTI�N DE LODOS
CBIO 6982,TESIS DOCTORADO 3
ICYA 3401,HIDROLOGIA
MIAD 4980,SEMINARIO I DE TESIS
FILO 6983,TUTOR�A DE INVESTIGACI�N 3 DOC
ARTE 2206,ARTE SCRIPTUM
MUSI 3406,RECITAL GRADO
IELE 3000,SEMINARIO PROYECTO DE GRADO
FISI 1048,FISICA MODERNA
ICYA 3307,DISE�O DE VIAS
IIND 2109,SISTEMAS APOYO A LA DECISION
MBIT 4201,EMPRENDIMIENTO Y COMERCIO ELEC
ADMI 2557,HERRAMIENTAS TOMA DECI II
DDER 6203,SEMINARIO DE INVESTIGACION
MUSI 2212,MORFOLOGIA 1
ARQU 3829,ANALISIS UI ARQU URBANA (C)
IQUI 2091,TALLER PMC
IMEC 1410,CIENCIA DE MATERIALES
ECON 4651,APLIC EMPIR EN ECON POLITICA
FISI 4602,SEMINARIO 2 DE GEOFISICA
LENG 1602,ITALIANO 2
PSCL 4110,REVISTA DE CASOS CL�NICOS II
MATE 1207,CALCULO VECTORIAL
CBIO 6980,TESIS DOCTORADO 1
MBIO 3600,FITOPATOLOGIA-TEO
ICYA 4213,TESIS 1 MICIV
FISI 1860,ELECTRONICA PARA CIENCIAS
BIOL 3321,ENTOMOLOGIA-LAB
ARQU 3168,GESTION Y DESARROLLO PROY BIM
IIND 2302C,COMPL. PENS SISTE ORGANIZACION
HIST 3991,PRACTICA PROFESIONAL
IELE 2300,ANALISIS DE SISTEMS DE CONTROL
MIIA 4005,TRABAJO PR�CTICO DE GRADO 2
ANTR 3102,PENSAM. ANTROPOLOGICO COLOMB.
ADMI 3502,ESTRATEGIA
FISI 6988,TESIS VIII
MATE 3415,GEOMETRIA LORENTZIANA
PSIC 2312,PSICOLOGIA DEL APRENDIZAJE
ECON 3740,SEM E.SECTORES Y DLLOPRODUCT.
IELE 1400,FUNDAMENTOS DE REDES
MUSI 3616,POSPRODUCCI�N 1
ICYA 3103,PROYECTO GRADO ING AMBIENTAL
MUSI 2514,COMPOSICI�N PARA LA IMAGEN I
MUSI 2619,TECNOLOG�A DEL AUDIO 2
MECA 4402,EVALUACI�N DE IMPACTO
MISO 4101,PROCESOS DE DESARROLLO AGILES
FISI 4902,SEM.2 ASTRONOMIA Y ASTROFISICA
MBIO 2103,BIOLOGIA MOLECULAR-LAB
ISIS 3301,INTELIGENCIA DE NEGOCIOS
DERE 3609,CONCURSO PHILIP JESSUP
GEOC 2028,MINERALES FORMADORES DE ROCAS
MEDI 1100,INDUCCION
FISI 1028,FISICA II
MUSI 2808,TALLER L�RICO 4
ISIS 3204L,LAB INFRAEST DE COMUNICACIONES
ADMI 2801,LA GESTION DE LO PUBLICO
MEDI 3502,MODULO SELECTIVO I HOSP. CL. 1
MFIN 4204,ECONOMETR�A
MSIN 4005,INTERCAMBIO INTERNACIONAL
EDUC 6022,INVESTIGACI�N DOCTORAL III
MINE 4201,SISTEMAS DE RECOMENDACI�N
IMEC 3702,PROBLEMA ESPECIAL
FISI 4402,SEMINARIO 2 DE OPTICA CUANTICA
MEDI 2308,SISTEMA GASTROIN. Y NUTRICION
IBIO 6963,PROYECTO DIRIGIDO 3
LENG 6992,INGLES DOCTORADOS 2
ECON 6105,MICRO AVANZ TEORIA JUEGOS DOC
MATE 4512,DIN�MICA ESTOC�STICA
ADMI 3210,MERCADOS DERIVADOS
FISI 4802,SEMINARIO 2 DE BIOFISICA
HART 1201,PENSAR LA HISTORIA DE ARTE
LENG 1402,JAPONES 2
MBIT 4005,INTERCAMBIO INTERNACIONAL
MUSI 2612,FUNDAMENTOS DE AUDIO Y AC�STIC
MATE 3125,LOGICA MODAL
ARQU 3822,TEORIA UI VIVIENDA
MBIO 3101,BIOL.CELU Y MOLEC.PROCAR.-LAB
ARQU 3325,SEM. ESTRUCTURAS MADERA
IMEC 2320,TRANSFERENC.CALOR
MSIN 4206,COMPUTACI�N FORENSE
EDUC 6014,INVESTIGACI�N DOCTORAL II
IELE 3001,PROYECTO DE GRADO ELECTRICA
QUIM 1511,LABORATORIO DE FISICOQUIMICA I
MUSI 3614,MASTERIZACI�N
QUIM 3013,LABORATORIO DE Q. AVANZADA
ICYA 3308,INGENIERIA DE PAVIMENTOS
ADMI 3405,SISTEMAS INFORMACION GERENCIAL
CPOL 6976,EX AREA MENOR-RELACIONES INTER
FISI 6986,TESIS VI
MADM 4551,JUEGO GERENCIAL
ADMI 2206,COMPORTAMIENTO DEL CONSUMIDOR
MATE 3131,TEORIA DESCRIPTIVA DE CONJUNTO
MEDI 2313,SISTEMA REPRODUCTIVO
ICYA 3078C,COMPL PROY FINL DISE�O ING CIV
MATE 1212,MATEMATICAS 1 (BIO-MED)
MEDI 3515,MODULO SELECTIVO II ADMINIS. 1
PSIC 3962,DESARROLLO PSICOLOGICO
FISI 6971,PASANTIA
ICYA 6963,PROYECTO DIRIGIDO 3
EDUC 6010,COLOQUIO DE INVESTIGACION VI
ANTR 2106,ETNOHISTORIA AMERICANA
ARQU 3812,PROY. UNIDAD INTERM. VIVIENDA
CPOL 2244,ENFOQUES CONCEPTUALES RRII
MEDI 3519,MODULO SELECTIVO II SALUD P. 1
CPOL 6977,EX AREA MENOR-TEORIA POLITICA
MATE 4157,INT. REPRESENT. GRUPOS FINITOS
ECON 4649,SEM MINERIA DATOSYAPLICACIONES
PSIC 2503,PSICOLOG�A SOCIAL CR�TICA
ARTI 4208,ARQUITECTURAS NUEVA GENERACI�N
FISI 3098,MONOGRAFIA
MPER 4300,INVESTIGACI�N EN PERIODISMO
BIOL 3320,ENTOMOLOGIA-TEO
FISI 6987,TESIS VII
IBIO 2241,LAB PROGRAMACION CIENTIFICA
MATE 3802,PRACTICA ENSENANZA 2
QUIM 3516,QUIMICA COMPUTACIONAL
ARQU 2203,ARQUITECTURA MODERNA
FISI 1013,LABORATORIO DE FISICA BASICA 1
MEDI 3412,OFTALMOLOG. Y OTORRINOLARINGO.
MISO 4202,MEJOR. PRODUCT: AUTOMATIZACION
IELE 3152,REDES INTELIGENTES
IELE 3206,INSTRUMENTACION ELECTRONICA
IQUI 3091,PROYECTO DE GRADO
ISIS 1209,ALG. Y PROG. OBJ. II (HONORES)
MUSI 3513,COMPOSICI�N PARA LA IMAGEN IV
MUSI 3615,PRE-PROYECTO PRODUCCI�N
IBIO 3370,NEUROCIENCIAS
DDER 6102,TEORIA JURIDICA 2
HIST 3106,ASIST. INVESTIGACION GRADO
EDUC 6012,ELABORACI�N DE PROPUESTA II
MISO 4301,PROYECTO INTEGRADOR
MSIN 4203,GERENCIA DE CSIRTS Y MAN INCID
EGOB 4112,PROYECTO DE GRADO I
IMEC 1541L,LABORATORIO MEC SOL RIGIDOS
DERE 3615,CONCURSO ELSA WTO MOOT COURT
MUSI 1417,INSTRUMENTO 3 - 15
DISE 3125,ESTUDIO 6: PROD INDUSTRIAL
LENG 1101,INGL�S 1
MATE 2510,PROBABILIDAD (HONOR)
BIOL 2201,GENETICA-LAB
ECON 4603,TESIS PEG
LENG 1102,INGL�S 2
MIIA 4001,TRABAJO PRACTICO 1
ADMI 3200,OPCION DE GRADO
HIST 4802,TUTORIAL DE INV. 3- MHIST
MINE 4005,INTERCAMBIO INTERNACIONAL
LENG 1203,FRANC�S 3
MEDI 3531,INTERNADO SELECTIVO AT. PRI.1
QUIM 1619,LAB�FUNDAM�AN�LISIS�QU�MICO
MEDI 1104,PRINCIP. DEL DESARROLLO HUMANO
MATE 2201,ANALISIS 1
MEDI 3435,BITACORA CLINICA IV
QUIM 6961,PROYECTO DIRIGIDO
QUIM 3221,NANOCIENCIAS PARA QU�MICOS
MMER 4309,INVESTIGACI�N DE MERCADOS II
MDER 4202,RETOS AL DERECHO
LENG 2212,FRANCES 6
PSIC 2314,PSICOLOG�A DEL LENGUAJE
IBIO 1011,LAB INTRO ING BIOM�DICA
LENG 1603,ITALIANO 3
MATE 4331,TEORIA ESPECTRAL DE OPERADORES
FISI 2040,TERMODINAMICA
FILO 3010,CODIGO DE MONOGRAFIA
ICYA 1125,GEOM�TICA
FILO 2000,LOGICA 2
ADMI 1190,SERVICIOS ECOSIST�MICOS
ECON 3402,TEORIA POLIT.MONETARIA
MATE 4220,MEDIDA E INTEGRACION
MUSI 2414,INSTRUMENTO 4 - 15
IIND 3113C,REFUERZO SIMULA. EVENT.DISCRET
PSIC 3707,INVESTIGACION DIRIGIDA 1
LENG 1202,FRANC�S 2
MBIO 2310,BIOLOG. MOLECULAR DE LA CELULA
IMEC 2543,DINAMICA DE MAQUINARIA
MBIT 4206,INTEGRACI�N SIST. INFORMAC.
CBIO 4331,BUCEO CIENTIFICO AVANZADO
MEDI 3419,UROLOGIA Y ONCOLOGIA
IMEC 1001L,LABORATORIO DE FUNDAMENTOS
LENG 1117,INGLES 2 - LENGUAS Y CULTURA
MUSI 1404,CONJUNTO 1
LENG 3995,SEMINARIO DE GRADO
IMEC 2543L,LAB DINAMICA DE MAQUINARIA
LENG 1743,CHINO 3
MBIO 2300,BACTERIOLOGIA-TEO
QUIM 1310,QU�MICA ORG�NICA I
EDUC 6009,COLOQUIO DE INVESTIGACION V
EDUC 6016,ELABORACION DE PROPUESTA III
FISI 3771,INTRODUC.A SUPERCONDUCTIVIDAD
QUIM 6981,TESIS 1 (DOCTORADO)
ARQU 3156,LA MAGIA DE LA GEOMETRIA
ANTR 3103,TEORIAS ANTROPOL.CONTEMPOR.
LENG 1225,EXPRESSION ORALE ET PHON�TIQUE
ECON 3743,APLIC EMPIR EN ECON POLITICA
MUSI 3814,LITERATURA VOCAL 7
ICYA 4807,TRANSPORTE PUBLICO Y MASIVO
ICYA 3203,GERENCIA PROY CONSTRUCCION
HIST 6981,TUTORIAL DE PROYECTO II- DHIST
BIOL 3907,"TRABAJO GRADO, MONOGR, PRAC.GR"
ISIS 3425,SISTEMAS EMPRESARIALES
IBIO 4790,TESIS II
ICYA 3601,EVALUACION Y AUDITOR.AMBIENTAL
CPOL 6990,SUSTENTACION DE TESIS
PSCL 4108,PR�CTICA CL�NICA SUPERV. IV
MATE 4424,TOPOLOGIA ALGEBRAICA 2
EDUC 4027,M�TODOS CUALIITATIVOS DE INVES
GEOC 3303,GEOSTATISTICS
ECON 6980,INVESTIGACION TESIS DOCTORAL 1
ARQU 3163,SEM BTA CIUDAD ABIERT COMP.URB
ICYA 4449,DISE - BASICO DE ACERO
MUSI 2303,DIRECCION CORAL 2
GEOC 1022,GEOLOGIA
IQUI 2200L,TALLER DISE�O EXPERIMENTAL
CPOL 6979,EX AREA MENOR-POL COLOMBIANA
ISIS 2008,VISI�N ISIS
PSIC 3866,LOGOTERAPIA Y SENTIDO DE VIDA
FISI 1038,ONDAS Y FLUIDOS
ARTE 2100,DIBUJO DEL CUERPO
ARQU 2420,PROYECTO URBANO
BIOL 2311,VERTEBRADOS LAB
ICYA 3501,CALIDAD DEL AIRE Y METEOROLOGI
FISI 3011,SEMINARIO DE FISICA TEORICA
LENG 4998,TALLER LECTURA 2 POSTGRADO
MEDI 3420,BITACORA CLINICA III
MUSI 2503,INSTRUMENTACION 2
DDER 6404,TUTORIA 4
MATE 2604,TEORIA�DE�ANALISIS�NUMERICO
MATE 6989,TESIS
ECON 6988,INVESTIGACION TESIS DOCTORAL 9
LITE 3405,SEMINARIO DE GRIEGO IV
ARTE 2210,INSTALACION AUDIOVISUAL
ARQU 3930,AN�LISIS UNIDAD AVANZADA
IQUI 3031,DISE�O PLANTAS DE PROCESO
ADMI 3122,JUEGO GERENCIAL
ECON 3727,SEM POL. DE DESARROLLO Y ELCA.
ISIS 4001,TESIS II
MATE 3121,LOGICA 2
ARQU 2310,SISTEMAS DE SOPORTE
ARTE 3217,VIDEOGRAFIAS DE LA MEMORIA
DISE 3147,E6: MODA INDUSTRIA CREATIVA
MATE 4120,LOGICA MATEMATICA
LENG 2312,ALEMAN 6
QUIM 2622,QUIMICA ANALITICA II
ANTR 3183,TRABAJO DIRIG ANTR BIOLOGICA
IQUI 2020,TERMODINAMICA
MUSI 2821,RECITAL MITAD DE CARRERA CANTO
FISI 1022,FISICA BASICA 2
CBIO 6925,PASANTIA 2
ECON 3401,COMERCIO INTERNACIONAL
ARQU 1202,TALLER DE HISTORIA 2
GEOC 3049,LAB. S�SMICA Y SISMOLOG�A
ECON 2203,INTRODUCCI�N A LA MACRO
MATE 4140,TEORIA DE MODELOS 1
MPER 4401,GENEROS PERIODISTICOS 2
CPOL 3500,SEMINARIO INVESTIGACION
IQUI 3040,OPTIMIZACION PROCESOS QUIMICOS
ECON 4213,MACROECONOMIA AVANZADA LP
MINE 4103,ADMIN. DEL CONOCIMIENTO
MUSI 1207,ENTREN AUDITIVO 3
DISE 2606,MEDIO: GR�FICA AVANZADA
HIST 3600,OPCION GRADO MATERIAS MAESTRIA
MEDI 3406,MEDICINA INTERNA
ARQU 3823,TEORIA UI URBANO
GEOC 3101,YACIMIENTOS MINERALES
ANTR 4224,TRABAJO CAMPO
FISI 4012,SEMINARIO 2 DE FISICA TEORICA
MBIO 2101,BIOQUIMICA-LAB
MBIT 4203,BUSINESS ANALYTICS
LENG 6994,INGLES DOCTORADOS 4
IIND 3113,SIMULAC. EVENTOS DISCRETOS
IIND 2301,DINAMICA DE SISTEMAS
DISE 2358,COMUNICACI�N 3
LITE 1614,GRUPO DE TEATRO
QUIM 4250,QUIMICA ORGANICA - INORGANICA
MBIO 2401,BIOESTADISTICA-LAB
MTRI 4301,METOD RESOLUC CASOS TRIBUTARIO
HIST 6970,TUTORIAL DE INV. IV- DHIST
MEDI 3437,INTERNADO OBLIGATORIO CIRUGIA
MEDI 3426,COMP. HUMANO: TOXI. Y SEXUALI.
MEDI 3547,AIEPI
IELE 4021,TESIS II
IELE 4002,SEMINARIO MAG�STER 2
BIOL 2302,INVERTEBRADOS-TEO
ECON 1303,TALLER DE MATLAB
MUSI 3502,COMPOSICION 3
HIST 3101,MONOGRAFIA DE GRADO
QUIM 6984,TESIS 4 (DOCTORADO)
FISI 3040,FISICA ESTADISTICA
MSIN 4301,PROYECTO FINAL
MEDI 3520,MODULO SELECTIVO II ADMINIS. 2
MLIT 4905,TUTORIAL DE PROFUNDIZACI�N 2
IELE 2000,ANALISIS Y SINTESIS CIRCUITOS
MEDI 2303,SISTEMA CARDIOVASCULAR
MEDI 3436,INTERNADO OBLIGATORIO ANESTES.
QUIM 4950,TESIS II
CPOL 1003,TALLER DE INDUCCI�N
ICYA 2401,MECANICA DE FLUIDOS
IIND 4101,OPTIMIZACION AVANZADA
MEDI 3408,BITACORA CLINICA I
IELE 1002,FUNDAMENTOS DE CIRCUITOS
IIND 3221,LOG�STICA
