course_code,name,program_id
ARQU 3911,PROYECTO UNIDAD AVANZADA GRP2,22
QUIM 1105,APLICACIONES DE QU�MICA,5
ICYA 1117,MECANICA DE MATERIALES,4
MATE 2210,CALC VARIABLE COMPL (INGENIER),2
ANTR 4138,LECTURAS DIRIGIDAS 2,7
FISI 6962,CURSO DIRIGIDO II,1
ICYA 3104,PROYECTO ESPECIAL PREGRADO,4
MEDI 3439,INTERNADO OBLIGATORIO MED-INTE,15
MUSI 3620,TRABAJO DE GRADO - 15,10
ARTE 2207,ARTE SONORO,6
ECON 6402,SEMINARIO INVESTIGACION 2 DOC,26
ARQU 3351,ARQU EN TIERRA CRUDA,22
ECON 4301,ECONOMETRIA AVANZADA,26
IELE 2210,SISTEMAS ELECTRONICOS DIGITALE,3
IELE 3135,AUTOMAT SISTEMAS DISTRIBUCION,3
MBIT 4101,HABILIDADES GERENCIALES EN TI,23
FISI 3000,PRACTICA DOCENTE FISICA,1
ICYA 4532,SEMINARIO GEOSI,4
DISE 3146,ESTUDIO 6: INTERACCI�N,16
IQUI 2021,EQUILIBRIO DE FASES Y QUIMICO,9
MATE 4426,GRUPOS DE LIE,2
MUSI 3402,CONJUNTO 8,10
LENG 2412,JAPONES 6,33
BCOM 4104,ESTADISTICA BIOLOGIA COMPUTAC.,57
MGAP 4414,POLIT.GEST.AMBIENTAL AMERICA,61
MECU 4203,TUTORIA DE INVESTIGACION II,60
PSIC 3883,PSICOLOGIA SOCIAL DEL DEPORTE,28
FISI 6117,SEMINARIO AVANZADO 7,1
MEDI 3500,MODULO SELECTIVO I ADMINIST. 1,15
DISE 2112,ESTUDIO 5: PRODUCCI�N CREATIVA,16
MATE 1107,ALGEBRA LINEAL 2,2
MUSI 1416,INSTRUMENTO 2 - 15,10
ARQU 3854,TEORIA UI ARQU Y BELLEZA,22
MEDI 3503,MODULO SELECTIVO I INVESTIG. 1,15
ARQU 2101,PROYECTO HABITAR,22
MEDI 3516,MODULO SELECTIVO II AT. PRI. 1,15
PSIC 4106,DISE�O PROY INV II COLOQI,28
ARQU 3932,AN�LISIS UNIDAD AVANZADA GRP3,22
LENG 2115,INGLES 5 - LENGUAS Y CULTURA,33
MEDI 2000,REQUISITO DE VACUNAS 5� SEM,15
MUSI 2822,PIANO APLICADO 1 - 15,10
IBIO 4120,DIN�MICA CARDIOVASCULAR,25
IBIO 4401,BIOLOGIA AVANZADA,25
LENG 1404,JAPONES 4,33
MUSI 2606,AUDICION CRITICA,10
MEDI 1200,ANATOMIA,15
MEDI 3407,PEDIATRIA,15
DISE 3199,ESTUDIO 8: PROYECTO DE GRADO,16
ISIS 1206L,LAB. ESTRUCTURAS DATOS,19
LENG 3931,SEMINARIO DOCENCIA 2,33
MEDI 3411,CIRUGIA,15
GEOC 3050,SEMINARIO DE GEOCIENCIAS,12
EDUC 6007,COLOQUIO DE INVESTIGACION III,11
ISIS 4005,INTERCAMBIO INTERNACIONAL,19
IBIO 6962,PROYECTO DIRIGIDO 2,25
ICYA 4214,TESIS 2 MICIV,4
MIAD 4990,SUSTENTACI�N TESIS,44
ARQU 3862,ANALISIS UI ARQU DEL PAISAJE,22
QUIM 2519,LAB DE FUNDAMENT FISICOQUIM,5
ICYA 4603,DISE�O GEOM DE V�AS AVANZADO,4
MATE 2506,PROBABILIDAD Y ESTADIST.(ECON),2
ICYA 3108,PRERREQUISITO PROYECT. ICIV,4
IIND 3312,EMPREND.INNOVAC.EN INGE,8
IQUI 4302,TESIS II,9
ICYA 3079,PROY. FINAL DISE�O ING. AMB.,4
ICYA 4126,AN�LISIS RIESGO QUIM. MICROBIO,4
MEDI 2301,PARASITOLOGIA MEDICA,15
ECON 2301,ECONOMETRIA 1,26
MUSI 3500,ORQUESTACION 1,10
PSIC 3801,ETICA PROFESIONAL,28
BIOL 1301,BIOLOGIA DE ORGANISMOS-LAB,41
MATE 3420,TOPOLOGIA 1,2
MEDI 2307,SISTEMA COMPOR. Y PSIQUIATRIA,15
IMEC 2411,INGENIER�A DE MATERIALES,21
MGEO 4504,MAPA,56
MUSI 2823,PIANO APLICADO 2 - 15,10
ARTI 4205,ARQUITECTURA PROCESOS NEGOCIO,39
IQUI 1001,INTROD.INGENIERIA QUIMICA,9
ECON 4666,MACROECONOMIA FINANCIERA,26
PSIC 3869,NEUROCIENCIAS COGNITIVAS,28
DECA 1102,PRACTICA SOCIAL 2,62
IIND 4215,CONTROL DE CALIDAD AVANZADO,8
ARQU 3252,SUIZA: LAB DE ENCUENTRO N/S,22
IBIO 2251,LAB. FEN�MENOS DE TRANSP. BIOL,25
IELE 3330,TALLER DE CONTROL,3
MUSI 1208,PIANO COMPLEMENTARIO 1,10
MEDI 3521,MODULO SELECTIVO II AT. PRI. 2,15
MUSI 2201,PIANO COMPLEMENTARIO 5,10
ARTE 2108,FUNDAMENTOS DE DIBUJO,6
IMEC 4702,TESIS 2,21
MUSI 3613,ACUSTICA,10
FISI 4708,MAGNETISMO Y MATERIALES MAG.,1
MATE 4330,ANALISIS FUNCIONAL,2
ARTE 2112,PINTURA Y OBJETO,6
FILO 6981,TUTOR�A DE INVESTIGACI�N 1 DOC,29
MEDI 3400,BITACORA SEMIOLOGIA I,15
ADMI 1203,PLANEACION FINANCIERA,27
QUIM 1000,INTRODUCCION A QUIMICA,5
CBIO 6990,SUSTENTACION DE TESIS,17
FISI 3801,SEMINARIO DE BIOFISICA,1
IMEC 2210L,LABORATORIO MECANICA FLUIDOS,21
MUSI 2407,INSTRUMENTO 7,10
MEDI 3522,MODULO SELECTIVO II HOS. CL. 2,15
MUSI 2415,INSTRUMENTO 5 - 15,10
MBIT 4301,PROYECTO FINAL,23
MATE 3712,TEORIA DE JUEGOS,2
MDIS 4203,FUNDAMENTOS 3,63
PSIC 2316,PSICOLOGIA DE LA PERCEPCION,28
BIOL 1327C,COMPL ECOLOGIA: PRINC Y APLICA,41
MUSI 1205,ENTREN AUDITIVO 1,10
IELE 3208,TALLER DE ELECTRONICA,3
LENG 1403,JAPONES 3,33
ARQU 2330,SISTEMAS DE CONSTRUCCION Y EST,22
FISI 6116,SEMINARIO AVANZADO 6,1
ARQU 2201,ARQUETIPOS EN ARQUITECTURA,22
ISIS 2203,INFRAESTRUCTURA COMPUTACIONAL,19
MEDI 3532,INTERNADO SELECTIVO HOS. CL. 1,15
ARTI 4106,ARQUITECTURA EMPRESARIAL,39
IMEC 2411L,LAB. INGENIERIA DE MATERIALES,21
MEDI 3442,INTERNADO OBLIGATORIO URGENC.,15
MATE 1508,ESTADISTICA (CONTADURIA),2
ARTE 3602,ANTEPROYECTO NUEVO,6
MEDI 3537,INTERNADO SELECTIVO HOS. CL. 2,15
MBIO 3601,FITOPATOLOGIA-LAB,37
DECA 1103,PRACTICA SOCIAL 3,62
CPOL 1500,FUNDAMENTOS DE METODOLOGIA,13
FISI 6112,SEMINARIO AVANZADO 2,1
MUSI 3401,CONJUNTO 7,10
IMEC 3460C,COMPL.SISTEMAS DE MANUFACTURA,21
ISIS 2304,SISTEMAS TRANSACCIONALES,19
ANTR 3186,TRABAJO DIRIG EN ENTOLINGUISTI,7
MEDI 3534,INTERNADO SELECTIVO SALUD P.1,15
ECON 4568,MICROECONOMIA III,26
MUSI 2406,INSTRUMENTO 6,10
ARTE 1115,TALLER DE ILUMINACION,6
MEDI 2304,SISTEMA HEMATOPOYETI. Y NEOPL.,15
MEDI 3518,MODULO SELECTIVO II INVESTI. 1,15
LITE 3993,PR�CTICA�DE�GRADO,43
MUSI 3403,INSTRUMENTO 8,10
SPUB 4109,PROYECTO DE GRADO II,34
CONT 2462,AN�LISIS DE SISTEMAS DE INFORM,36
FISI 6973,PASANTIA II,1
IIND 4337,SIMUL.BASADA AGENTES (SIMBA),8
IMEC 3530C,COMPL.DISE�O SIST MECANICOS,21
MBIO 3518,GENOMICA Y BIOINFORMATICA-LAB,37
ISIS 3302,MODELADO SIMULACION Y OPTIMIZ,19
FISI 1012,FISICA BASICA 1,1
IBIO 4780,TESIS I,25
ARTE 2116,GRABADO EN METAL,6
LENG 2211,FRANCES 5,33
MBIO 3604,MICROBIOLOGIA AMBIENTAL-TEO,37
LENG 1303,ALEMAN 3,33
EDUC 4206,TESIS 1,11
MEDI 1211,FISIOLOGIA,15
ARTE 3100,DIBUJO EXPERIMENTAL,6
PSCL 4102,PSICOLOG�A CL�NICA III,38
CPOL 4103,TRABAJO DE GRADO,13
ARQU 3990,INSCRIPCION A GRADO,22
CIDE 4135,TUTORIAL DE INVESTIGACI�N,24
ICYA 4320,GERENCIA PROY. INMOBILIARIOS,4
LITE 2406,GRIEGO II,43
LENG 1745,CHINO 5,33
MEDI 2311,SISTEMA MUCOCUTANEO,15
MBIO 2303,BIOLOGIA DE HONGOS-LAB,37
ICYA 4608,MATERIALES ASF�LTICOS,4
IMEC 3460,SISTEMAS DE MANUFACTURA,21
MUSI 1202,ARMONIA 1,10
CPOL 6980,TRABAJO GRUPO DE INVEST. DOCT.,13
IELE 6990,SUSTENTACION DE TESIS,3
MUSI 1611,SOFTWARE MUSICAL 2,10
HIST 4707,LECTURAS DIRIGIDAS 2,32
DERE 3813,CJ PAIS PRIMARIA,35
LENG 1103,INGL�S 3,33
FISI 6985,TESIS V,1
IELE 2100,ELEMENT.SISTEMAS ELECTRICOS,3
DEIN 4404,TRABAJO DE GRADO,64
FISI 6119,SEMINARIO AVANZADO 9,1
FISI 6983,TESIS III,1
EDUC 5300,SEMINARIO DE INVES. - ACCI�N,11
IIND 2103C,REFUERZO PRINCIPIOS OPTIMIZAC.,8
MUSI 3303,CONCIERTO GRADO,10
MUSI 1415,INSTRUMENTO 1 - 15,10
MUSI 2205,ARMONIA 4,10
MUSI 3504,COMPOS.MEDIOS COMPLEMENT.,10
IELE 3338,ROBOTICA,3
ISIS 2403,ARQUITECTURA EMPRESARIAL,19
ISIS 3990,INSCRIPCION A GRADO,19
ISIS 4217,PARADIGMAS DE PROGRAMACI�N,19
ANTR 3990,INSCRIPCION A GRADO,7
CPOL 6978,EX AREA MENOR-POL COMPARADA,13
ICYA 2412,MEC�NICA DE FLUIDOS AMBIENTAL,4
ICYA 4119,GESTI�N DE LODOS,4
CBIO 6982,TESIS DOCTORADO 3,17
ICYA 3401,HIDROLOGIA,4
MIAD 4980,SEMINARIO I DE TESIS,44
FILO 6983,TUTOR�A DE INVESTIGACI�N 3 DOC,29
ARTE 2206,ARTE SCRIPTUM,6
MUSI 3406,RECITAL GRADO,10
IELE 3000,SEMINARIO PROYECTO DE GRADO,3
FISI 1048,FISICA MODERNA,1
ICYA 3307,DISE�O DE VIAS,4
IIND 2109,SISTEMAS APOYO A LA DECISION,8
MBIT 4201,EMPRENDIMIENTO Y COMERCIO ELEC,23
ADMI 2557,HERRAMIENTAS TOMA DECI II,27
DDER 6203,SEMINARIO DE INVESTIGACION,49
MUSI 2212,MORFOLOGIA 1,10
ARQU 3829,ANALISIS UI ARQU URBANA (C),22
IQUI 2091,TALLER PMC,9
IMEC 1410,CIENCIA DE MATERIALES,21
ECON 4651,APLIC EMPIR EN ECON POLITICA,26
FISI 4602,SEMINARIO 2 DE GEOFISICA,1
LENG 1602,ITALIANO 2,33
PSCL 4110,REVISTA DE CASOS CL�NICOS II,38
MATE 1207,CALCULO VECTORIAL,2
CBIO 6980,TESIS DOCTORADO 1,17
MBIO 3600,FITOPATOLOGIA-TEO,37
ICYA 4213,TESIS 1 MICIV,4
FISI 1860,ELECTRONICA PARA CIENCIAS,1
BIOL 3321,ENTOMOLOGIA-LAB,41
ARQU 3168,GESTION Y DESARROLLO PROY BIM,22
IIND 2302C,COMPL. PENS SISTE ORGANIZACION,8
HIST 3991,PRACTICA PROFESIONAL,32
IELE 2300,ANALISIS DE SISTEMS DE CONTROL,3
MIIA 4005,TRABAJO PR�CTICO DE GRADO 2,45
ANTR 3102,PENSAM. ANTROPOLOGICO COLOMB.,7
ADMI 3502,ESTRATEGIA,27
FISI 6988,TESIS VIII,1
MATE 3415,GEOMETRIA LORENTZIANA,2
PSIC 2312,PSICOLOGIA DEL APRENDIZAJE,28
ECON 3740,SEM E.SECTORES Y DLLOPRODUCT.,26
IELE 1400,FUNDAMENTOS DE REDES,3
MUSI 3616,POSPRODUCCI�N 1,10
ICYA 3103,PROYECTO GRADO ING AMBIENTAL,4
MUSI 2514,COMPOSICI�N PARA LA IMAGEN I,10
MUSI 2619,TECNOLOG�A DEL AUDIO 2,10
MECA 4402,EVALUACI�N DE IMPACTO,42
MISO 4101,PROCESOS DE DESARROLLO AGILES,40
FISI 4902,SEM.2 ASTRONOMIA Y ASTROFISICA,1
MBIO 2103,BIOLOGIA MOLECULAR-LAB,37
ISIS 3301,INTELIGENCIA DE NEGOCIOS,19
DERE 3609,CONCURSO PHILIP JESSUP,35
GEOC 2028,MINERALES FORMADORES DE ROCAS,12
MEDI 1100,INDUCCION,15
FISI 1028,FISICA II,1
MUSI 2808,TALLER L�RICO 4,10
ISIS 3204L,LAB INFRAEST DE COMUNICACIONES,19
ADMI 2801,LA GESTION DE LO PUBLICO,27
MEDI 3502,MODULO SELECTIVO I HOSP. CL. 1,15
MFIN 4204,ECONOMETR�A,14
MSIN 4005,INTERCAMBIO INTERNACIONAL,20
EDUC 6022,INVESTIGACI�N DOCTORAL III,11
MINE 4201,SISTEMAS DE RECOMENDACI�N,52
IMEC 3702,PROBLEMA ESPECIAL,21
FISI 4402,SEMINARIO 2 DE OPTICA CUANTICA,1
MEDI 2308,SISTEMA GASTROIN. Y NUTRICION,15
IBIO 6963,PROYECTO DIRIGIDO 3,25
LENG 6992,INGLES DOCTORADOS 2,33
ECON 6105,MICRO AVANZ TEORIA JUEGOS DOC,26
MATE 4512,DIN�MICA ESTOC�STICA,2
ADMI 3210,MERCADOS DERIVADOS,27
FISI 4802,SEMINARIO 2 DE BIOFISICA,1
HART 1201,PENSAR LA HISTORIA DE ARTE,54
LENG 1402,JAPONES 2,33
MBIT 4005,INTERCAMBIO INTERNACIONAL,23
MUSI 2612,FUNDAMENTOS DE AUDIO Y AC�STIC,10
MATE 3125,LOGICA MODAL,2
ARQU 3822,TEORIA UI VIVIENDA,22
MBIO 3101,BIOL.CELU Y MOLEC.PROCAR.-LAB,37
ARQU 3325,SEM. ESTRUCTURAS MADERA,22
IMEC 2320,TRANSFERENC.CALOR,21
MSIN 4206,COMPUTACI�N FORENSE,20
EDUC 6014,INVESTIGACI�N DOCTORAL II,11
IELE 3001,PROYECTO DE GRADO ELECTRICA,3
QUIM 1511,LABORATORIO DE FISICOQUIMICA I,5
MUSI 3614,MASTERIZACI�N,10
QUIM 3013,LABORATORIO DE Q. AVANZADA,5
ICYA 3308,INGENIERIA DE PAVIMENTOS,4
ADMI 3405,SISTEMAS INFORMACION GERENCIAL,27
CPOL 6976,EX AREA MENOR-RELACIONES INTER,13
FISI 6986,TESIS VI,1
MADM 4551,JUEGO GERENCIAL,48
ADMI 2206,COMPORTAMIENTO DEL CONSUMIDOR,27
MATE 3131,TEORIA DESCRIPTIVA DE CONJUNTO,2
MEDI 2313,SISTEMA REPRODUCTIVO,15
ICYA 3078C,COMPL PROY FINL DISE�O ING CIV,4
MATE 1212,MATEMATICAS 1 (BIO-MED),2
MEDI 3515,MODULO SELECTIVO II ADMINIS. 1,15
PSIC 3962,DESARROLLO PSICOLOGICO,28
FISI 6971,PASANTIA,1
ICYA 6963,PROYECTO DIRIGIDO 3,4
EDUC 6010,COLOQUIO DE INVESTIGACION VI,11
ANTR 2106,ETNOHISTORIA AMERICANA,7
ARQU 3812,PROY. UNIDAD INTERM. VIVIENDA,22
CPOL 2244,ENFOQUES CONCEPTUALES RRII,13
MEDI 3519,MODULO SELECTIVO II SALUD P. 1,15
CPOL 6977,EX AREA MENOR-TEORIA POLITICA,13
MATE 4157,INT. REPRESENT. GRUPOS FINITOS,2
ECON 4649,SEM MINERIA DATOSYAPLICACIONES,26
PSIC 2503,PSICOLOG�A SOCIAL CR�TICA,28
ARTI 4208,ARQUITECTURAS NUEVA GENERACI�N,39
FISI 3098,MONOGRAFIA,1
MPER 4300,INVESTIGACI�N EN PERIODISMO,18
BIOL 3320,ENTOMOLOGIA-TEO,41
FISI 6987,TESIS VII,1
IBIO 2241,LAB PROGRAMACION CIENTIFICA,25
MATE 3802,PRACTICA ENSENANZA 2,2
QUIM 3516,QUIMICA COMPUTACIONAL,5
ARQU 2203,ARQUITECTURA MODERNA,22
FISI 1013,LABORATORIO DE FISICA BASICA 1,1
MEDI 3412,OFTALMOLOG. Y OTORRINOLARINGO.,15
MISO 4202,MEJOR. PRODUCT: AUTOMATIZACION,40
IELE 3152,REDES INTELIGENTES,3
IELE 3206,INSTRUMENTACION ELECTRONICA,3
IQUI 3091,PROYECTO DE GRADO,9
ISIS 1209,ALG. Y PROG. OBJ. II (HONORES),19
MUSI 3513,COMPOSICI�N PARA LA IMAGEN IV,10
MUSI 3615,PRE-PROYECTO PRODUCCI�N,10
IBIO 3370,NEUROCIENCIAS,25
DDER 6102,TEORIA JURIDICA 2,49
HIST 3106,ASIST. INVESTIGACION GRADO,32
EDUC 6012,ELABORACI�N DE PROPUESTA II,11
MISO 4301,PROYECTO INTEGRADOR,40
MSIN 4203,GERENCIA DE CSIRTS Y MAN INCID,20
EGOB 4112,PROYECTO DE GRADO I,30
IMEC 1541L,LABORATORIO MEC SOL RIGIDOS,21
DERE 3615,CONCURSO ELSA WTO MOOT COURT,35
MUSI 1417,INSTRUMENTO 3 - 15,10
DISE 3125,ESTUDIO 6: PROD INDUSTRIAL,16
LENG 1101,INGL�S 1,33
MATE 2510,PROBABILIDAD (HONOR),2
BIOL 2201,GENETICA-LAB,41
ECON 4603,TESIS PEG,26
LENG 1102,INGL�S 2,33
MIIA 4001,TRABAJO PRACTICO 1,45
ADMI 3200,OPCION DE GRADO,27
HIST 4802,TUTORIAL DE INV. 3- MHIST,32
MINE 4005,INTERCAMBIO INTERNACIONAL,52
LENG 1203,FRANC�S 3,33
MEDI 3531,INTERNADO SELECTIVO AT. PRI.1,15
QUIM 1619,LAB�FUNDAM�AN�LISIS�QU�MICO,5
MEDI 1104,PRINCIP. DEL DESARROLLO HUMANO,15
MATE 2201,ANALISIS 1,2
MEDI 3435,BITACORA CLINICA IV,15
QUIM 6961,PROYECTO DIRIGIDO,5
QUIM 3221,NANOCIENCIAS PARA QU�MICOS,5
MMER 4309,INVESTIGACI�N DE MERCADOS II,65
MDER 4202,RETOS AL DERECHO,31
LENG 2212,FRANCES 6,33
PSIC 2314,PSICOLOG�A DEL LENGUAJE,28
IBIO 1011,LAB INTRO ING BIOM�DICA,25
LENG 1603,ITALIANO 3,33
MATE 4331,TEORIA ESPECTRAL DE OPERADORES,2
FISI 2040,TERMODINAMICA,1
FILO 3010,CODIGO DE MONOGRAFIA,29
ICYA 1125,GEOM�TICA,4
FILO 2000,LOGICA 2,29
ADMI 1190,SERVICIOS ECOSIST�MICOS,27
ECON 3402,TEORIA POLIT.MONETARIA,26
MATE 4220,MEDIDA E INTEGRACION,2
MUSI 2414,INSTRUMENTO 4 - 15,10
IIND 3113C,REFUERZO SIMULA. EVENT.DISCRET,8
PSIC 3707,INVESTIGACION DIRIGIDA 1,28
LENG 1202,FRANC�S 2,33
MBIO 2310,BIOLOG. MOLECULAR DE LA CELULA,37
IMEC 2543,DINAMICA DE MAQUINARIA,21
MBIT 4206,INTEGRACI�N SIST. INFORMAC.,23
CBIO 4331,BUCEO CIENTIFICO AVANZADO,17
MEDI 3419,UROLOGIA Y ONCOLOGIA,15
IMEC 1001L,LABORATORIO DE FUNDAMENTOS,21
LENG 1117,INGLES 2 - LENGUAS Y CULTURA,33
MUSI 1404,CONJUNTO 1,10
LENG 3995,SEMINARIO DE GRADO,33
IMEC 2543L,LAB DINAMICA DE MAQUINARIA,21
LENG 1743,CHINO 3,33
MBIO 2300,BACTERIOLOGIA-TEO,37
QUIM 1310,QU�MICA ORG�NICA I,5
EDUC 6009,COLOQUIO DE INVESTIGACION V,11
EDUC 6016,ELABORACION DE PROPUESTA III,11
FISI 3771,INTRODUC.A SUPERCONDUCTIVIDAD,1
QUIM 6981,TESIS 1 (DOCTORADO),5
ARQU 3156,LA MAGIA DE LA GEOMETRIA,22
ANTR 3103,TEORIAS ANTROPOL.CONTEMPOR.,7
LENG 1225,EXPRESSION ORALE ET PHON�TIQUE,33
ECON 3743,APLIC EMPIR EN ECON POLITICA,26
MUSI 3814,LITERATURA VOCAL 7,10
ICYA 4807,TRANSPORTE PUBLICO Y MASIVO,4
ICYA 3203,GERENCIA PROY CONSTRUCCION,4
HIST 6981,TUTORIAL DE PROYECTO II- DHIST,32
BIOL 3907,TRABAJO GRADO MONOGR PRAC.GR,41
ISIS 3425,SISTEMAS EMPRESARIALES,19
IBIO 4790,TESIS II,25
ICYA 3601,EVALUACION Y AUDITOR.AMBIENTAL,4
CPOL 6990,SUSTENTACION DE TESIS,13
PSCL 4108,PR�CTICA CL�NICA SUPERV. IV,38
MATE 4424,TOPOLOGIA ALGEBRAICA 2,2
EDUC 4027,M�TODOS CUALIITATIVOS DE INVES,11
GEOC 3303,GEOSTATISTICS,12
ECON 6980,INVESTIGACION TESIS DOCTORAL 1,26
ARQU 3163,SEM BTA CIUDAD ABIERT COMP.URB,22
ICYA 4449,DISE - BASICO DE ACERO,4
MUSI 2303,DIRECCION CORAL 2,10
GEOC 1022,GEOLOGIA,12
IQUI 2200L,TALLER DISE�O EXPERIMENTAL,9
CPOL 6979,EX AREA MENOR-POL COLOMBIANA,13
ISIS 2008,VISI�N ISIS,19
PSIC 3866,LOGOTERAPIA Y SENTIDO DE VIDA,28
FISI 1038,ONDAS Y FLUIDOS,1
ARTE 2100,DIBUJO DEL CUERPO,6
ARQU 2420,PROYECTO URBANO,22
BIOL 2311,VERTEBRADOS LAB,41
ICYA 3501,CALIDAD DEL AIRE Y METEOROLOGI,4
FISI 3011,SEMINARIO DE FISICA TEORICA,1
LENG 4998,TALLER LECTURA 2 POSTGRADO,33
MEDI 3420,BITACORA CLINICA III,15
MUSI 2503,INSTRUMENTACION 2,10
DDER 6404,TUTORIA 4,49
MATE 2604,TEORIA�DE�ANALISIS�NUMERICO,2
MATE 6989,TESIS,2
ECON 6988,INVESTIGACION TESIS DOCTORAL 9,26
LITE 3405,SEMINARIO DE GRIEGO IV,43
ARTE 2210,INSTALACION AUDIOVISUAL,6
ARQU 3930,AN�LISIS UNIDAD AVANZADA,22
IQUI 3031,DISE�O PLANTAS DE PROCESO,9
ADMI 3122,JUEGO GERENCIAL,27
ECON 3727,SEM POL. DE DESARROLLO Y ELCA.,26
ISIS 4001,TESIS II,19
MATE 3121,LOGICA 2,2
ARQU 2310,SISTEMAS DE SOPORTE,22
ARTE 3217,VIDEOGRAFIAS DE LA MEMORIA,6
DISE 3147,E6: MODA INDUSTRIA CREATIVA,16
MATE 4120,LOGICA MATEMATICA,2
LENG 2312,ALEMAN 6,33
QUIM 2622,QUIMICA ANALITICA II,5
ANTR 3183,TRABAJO DIRIG ANTR BIOLOGICA,7
IQUI 2020,TERMODINAMICA,9
MUSI 2821,RECITAL MITAD DE CARRERA CANTO,10
FISI 1022,FISICA BASICA 2,1
CBIO 6925,PASANTIA 2,17
ECON 3401,COMERCIO INTERNACIONAL,26
ARQU 1202,TALLER DE HISTORIA 2,22
GEOC 3049,LAB. S�SMICA Y SISMOLOG�A,12
ECON 2203,INTRODUCCI�N A LA MACRO,26
MATE 4140,TEORIA DE MODELOS 1,2
MPER 4401,GENEROS PERIODISTICOS 2,18
CPOL 3500,SEMINARIO INVESTIGACION,13
IQUI 3040,OPTIMIZACION PROCESOS QUIMICOS,9
ECON 4213,MACROECONOMIA AVANZADA LP,26
MINE 4103,ADMIN. DEL CONOCIMIENTO,52
MUSI 1207,ENTREN AUDITIVO 3,10
DISE 2606,MEDIO: GR�FICA AVANZADA,16
HIST 3600,OPCION GRADO MATERIAS MAESTRIA,32
MEDI 3406,MEDICINA INTERNA,15
ARQU 3823,TEORIA UI URBANO,22
GEOC 3101,YACIMIENTOS MINERALES,12
ANTR 4224,TRABAJO CAMPO,7
FISI 4012,SEMINARIO 2 DE FISICA TEORICA,1
MBIO 2101,BIOQUIMICA-LAB,37
MBIT 4203,BUSINESS ANALYTICS,23
LENG 6994,INGLES DOCTORADOS 4,33
IIND 3113,SIMULAC. EVENTOS DISCRETOS,8
IIND 2301,DINAMICA DE SISTEMAS,8
DISE 2358,COMUNICACI�N 3,16
LITE 1614,GRUPO DE TEATRO,43
QUIM 4250,QUIMICA ORGANICA - INORGANICA,5
MBIO 2401,BIOESTADISTICA-LAB,37
MTRI 4301,METOD RESOLUC CASOS TRIBUTARIO,47
HIST 6970,TUTORIAL DE INV. IV- DHIST,32
MEDI 3437,INTERNADO OBLIGATORIO CIRUGIA,15
MEDI 3426,COMP. HUMANO: TOXI. Y SEXUALI.,15
MEDI 3547,AIEPI,15
IELE 4021,TESIS II,3
IELE 4002,SEMINARIO MAG�STER 2,3
BIOL 2302,INVERTEBRADOS-TEO,41
ECON 1303,TALLER DE MATLAB,26
MUSI 3502,COMPOSICION 3,10
HIST 3101,MONOGRAFIA DE GRADO,32
QUIM 6984,TESIS 4 (DOCTORADO),5
FISI 3040,FISICA ESTADISTICA,1
MSIN 4301,PROYECTO FINAL,20
MEDI 3520,MODULO SELECTIVO II ADMINIS. 2,15
MLIT 4905,TUTORIAL DE PROFUNDIZACI�N 2,66
IELE 2000,ANALISIS Y SINTESIS CIRCUITOS,3
MEDI 2303,SISTEMA CARDIOVASCULAR,15
MEDI 3436,INTERNADO OBLIGATORIO ANESTES.,15
QUIM 4950,TESIS II,5
CPOL 1003,TALLER DE INDUCCI�N,13
ICYA 2401,MECANICA DE FLUIDOS,4
IIND 4101,OPTIMIZACION AVANZADA,8
MEDI 3408,BITACORA CLINICA I,15
IELE 1002,FUNDAMENTOS DE CIRCUITOS,3
IIND 3221,LOG�STICA,8
